sentence	aspect	polarity
Highly recommended!	restaurant general	positive
Excellent food for great prices	food prices	positive
Excellent food for great prices	food quality	positive
My husband and I have been sold on this from the first visit.	restaurant general	positive
The wait staff is very courteous and accomodating.	service general	positive
The space is limited so be prepared to wait up to 45 minutes - 1 hour, but be richly rewarded when you savor the delicious indo-chinese food.	food quality	positive
The space is limited so be prepared to wait up to 45 minutes - 1 hour, but be richly rewarded when you savor the delicious indo-chinese food.	restaurant miscellaneous	negative
There are no negatives to speak of.	restaurant general	positive
the bestt!	restaurant general	positive
my favorite place lol	restaurant general	positive
i love their chicken pasta cant remember the name but is sooo good	food quality	positive
its alright	restaurant general	neutral
im not necessarily fanatical about this place, but it was a fun time for low pirces.	restaurant general	positive
im not necessarily fanatical about this place, but it was a fun time for low pirces.	restaurant prices	positive
lobster was good, nothing spectacular.	food quality	neutral
its just a fun place to go, not a five star restaraunt.	restaurant general	neutral
Way below average	restaurant general	negative
I think the pizza is so overrated and was under cooked.	food quality	negative
Had no flavor and the staff is rude and not attentive.	food quality	negative
Had no flavor and the staff is rude and not attentive.	service general	negative
Would NEVER go back	restaurant general	negative
I love this place	restaurant general	positive
I wasn't here for the pizza so I can't comment on that yet but what I had was very good.	food quality	positive
The service was quick and friendly.	service general	positive
Everyone was smiling so that made me feel welcome.	service general	positive
I thought the restaurant was nice and clean.	ambience general	positive
I thought the restaurant was nice and clean.	restaurant general	positive
I ordered the vitello alla marsala and I was pretty impressed.	food quality	positive
The veal and the mushrooms were cooked perfectly.	food quality	positive
The potato balls were not dry at all... in fact it was buttery.	food quality	positive
The only downside... they only take cash which is OK if you know about it ahead of time.	restaurant miscellaneous	negative
I'll be back for sure.	restaurant general	positive
WORST PLACE ON SMITH STREET IN BROOKLYN	restaurant general	negative
Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.	food quality	negative
Very immature bartender, didnt know how to make specific drinks, service was so slowwwww, the food was not fresh or warm, waitresses were busy flirting with men at the bar and werent very attentive to all the customers.	service general	negative
I would never recommend this place to anybody even for a casual dinner.	restaurant general	negative
awesome	restaurant general	positive
the food is always fresh ...	food quality	positive
overpriced japanese food with mediocre service	food prices	negative
overpriced japanese food with mediocre service	service general	neutral
